,,top,mid_L_top,mid_R_top,mid_L_bot,mid_R_bot,bot_L,bot_R,"
"
vid_75_frame_252_2.jpg,N/A,"[26, 3]","[18, 22]","[35, 21]","[16, 40]","[39, 39]","[14, 59]","[44, 58]",
vid_83_frame_297_0.jpg,N/A,"[77, 4]","[60, 40]","[95, 39]","[52, 74]","[102, 69]","[44, 110]","[110, 102]",
vid_98_frame_133_4.jpg,N/A,"[20, 4]","[14, 21]","[28, 19]","[14, 29]","[30, 28]","[12, 45]","[35, 43]",
vid_206_frame_48_2.jpg,N/A,"[18, 2]","[12, 16]","[24, 17]","[10, 26]","[25, 26]","[6, 38]","[26, 39]",
vid_88_frame_397_4.jpg,N/A,"[13, 2]","[8, 11]","[15, 11]","[6, 18]","[16, 18]","[4, 26]","[16, 27]",
vid_84_frame_23_1.jpg,N/A,"[23, 0]","[15, 19]","[31, 19]","[12, 36]","[34, 35]","[8, 59]","[38, 59]",
vid_210_frame_54_1.jpg,N/A,"[18, 1]","[12, 13]","[23, 14]","[10, 24]","[24, 24]","[7, 36]","[27, 36]",
vid_231_frame_128_3.jpg,N/A,"[10, 1]","[6, 8]","[13, 8]","[5, 13]","[14, 13]","[4, 21]","[15, 21]",
vid_76_frame_153_1.jpg,N/A,"[9, 2]","[6, 13]","[14, 12]","[6, 20]","[16, 19]","[4, 29]","[18, 27]",
vid_224_frame_2_12.jpg,N/A,"[9, 0]","[6, 10]","[13, 10]","[5, 16]","[15, 15]","[3, 25]","[16, 24]",
vid_209_frame_191_4.jpg,N/A,"[25, 1]","[16, 20]","[32, 20]","[14, 34]","[33, 35]","[7, 52]","[38, 52]",
vid_202_frame_5_5.jpg,N/A,"[10, 1]","[7, 8]","[13, 8]","[5, 15]","[15, 15]","[4, 23]","[18, 23]",
vid_206_frame_146_0.jpg,N/A,"[24, 3]","[16, 21]","[32, 21]","[15, 36]","[35, 35]","[11, 52]","[39, 51]",
vid_222_frame_65_2.jpg,N/A,"[43, 1]","[33, 27]","[53, 27]","[28, 48]","[57, 48]","[23, 71]","[63, 74]",
vid_221_frame_90_7.jpg,N/A,"[11, 3]","[7, 12]","[14, 13]","[7, 18]","[16, 18]","[6, 26]","[17, 26]",
vid_206_frame_178_7.jpg,N/A,"[12, 2]","[8, 11]","[16, 11]","[8, 18]","[17, 17]","[5, 26]","[18, 26]",
vid_125_frame_5370_0.jpg,N/A,"[18, 3]","[12, 19]","[26, 17]","[11, 33]","[29, 30]","[9, 47]","[34, 43]",
vid_68_frame_335_2.jpg,N/A,"[33, 3]","[24, 24]","[40, 23]","[21, 39]","[43, 39]","[17, 57]","[48, 57]",
vid_231_frame_14_3.jpg,N/A,"[13, 2]","[9, 13]","[18, 13]","[8, 21]","[20, 21]","[6, 32]","[22, 31]",
vid_78_frame_259_1.jpg,N/A,"[26, 0]","[18, 11]","[28, 12]","[14, 19]","[29, 22]","[9, 28]","[29, 31]",
vid_78_frame_99_2.jpg,N/A,"[13, 2]","[10, 13]","[18, 12]","[9, 22]","[21, 21]","[9, 30]","[23, 28]",
vid_211_frame_70_10.jpg,N/A,"[12, 2]","[8, 13]","[16, 12]","[7, 19]","[17, 19]","[3, 28]","[18, 29]",
vid_201_frame_9_0.jpg,N/A,"[22, 3]","[16, 22]","[32, 22]","[14, 37]","[36, 36]","[11, 55]","[40, 53]",
vid_75_frame_296_4.jpg,N/A,"[53, 1]","[39, 37]","[68, 35]","[35, 66]","[75, 64]","[28, 99]","[83, 95]",
vid_228_frame_81_5.jpg,N/A,"[29, 3]","[15, 36]","[41, 36]","[9, 63]","[46, 64]","[4, 82]","[48, 83]",
vid_82_frame_28_4.jpg,N/A,"[24, 3]","[14, 27]","[36, 25]","[13, 46]","[40, 43]","[9, 68]","[46, 65]",
vid_73_frame_25_2.jpg,N/A,"[9, 2]","[5, 13]","[15, 13]","[5, 24]","[17, 23]","[2, 36]","[20, 36]",
vid_76_frame_428_1.jpg,N/A,"[20, 2]","[12, 12]","[23, 14]","[9, 21]","[23, 23]","[6, 30]","[22, 34]",
vid_78_frame_172_5.jpg,N/A,"[10, 3]","[8, 14]","[18, 12]","[9, 23]","[23, 20]","[9, 33]","[27, 28]",
vid_209_frame_191_6.jpg,N/A,"[16, 2]","[11, 12]","[20, 12]","[9, 23]","[22, 22]","[7, 34]","[24, 34]",
vid_76_frame_109_6.jpg,N/A,"[8, 1]","[6, 15]","[19, 11]","[7, 26]","[24, 22]","[7, 38]","[29, 31]",
vid_209_frame_32_7.jpg,N/A,"[12, 0]","[7, 9]","[16, 9]","[6, 16]","[17, 16]","[4, 25]","[18, 25]",
vid_90_frame_170_2.jpg,N/A,"[18, 3]","[12, 18]","[23, 16]","[11, 30]","[26, 29]","[8, 45]","[29, 44]",
vid_71_frame_248_4.jpg,N/A,"[16, 2]","[11, 16]","[20, 16]","[9, 25]","[22, 25]","[3, 41]","[27, 40]",
vid_76_frame_62_3.jpg,N/A,"[10, 1]","[7, 9]","[13, 9]","[6, 14]","[14, 14]","[4, 20]","[15, 21]",
vid_83_frame_10_3.jpg,N/A,"[18, 1]","[11, 19]","[25, 19]","[8, 33]","[27, 34]","[4, 50]","[30, 51]",
vid_70_frame_25_0.jpg,N/A,"[9, 2]","[8, 18]","[22, 14]","[11, 28]","[27, 22]","[11, 37]","[34, 31]",
vid_202_frame_34_0.jpg,N/A,"[25, 3]","[17, 23]","[35, 23]","[14, 41]","[37, 41]","[10, 59]","[42, 57]",
vid_201_frame_47_3.jpg,N/A,"[14, 1]","[9, 12]","[18, 12]","[8, 21]","[19, 21]","[5, 31]","[22, 32]",
vid_204_frame_81_1.jpg,N/A,"[25, 3]","[18, 21]","[32, 20]","[17, 34]","[35, 33]","[14, 50]","[39, 49]",
vid_220_frame_130_2.jpg,N/A,"[11, 1]","[6, 12]","[15, 11]","[6, 19]","[15, 18]","[3, 28]","[19, 27]",
vid_209_frame_49_3.jpg,N/A,"[26, 2]","[19, 20]","[35, 20]","[18, 35]","[38, 34]","[15, 51]","[42, 50]",
vid_78_frame_147_0.jpg,N/A,"[24, 2]","[18, 14]","[29, 16]","[15, 25]","[31, 27]","[12, 35]","[31, 37]",
vid_231_frame_116_6.jpg,N/A,"[10, 2]","[7, 12]","[15, 12]","[6, 19]","[16, 19]","[4, 28]","[19, 28]",
vid_85_frame_140_0.jpg,N/A,"[13, 1]","[9, 18]","[22, 17]","[9, 32]","[26, 31]","[7, 48]","[31, 48]",
vid_75_frame_289_4.jpg,N/A,"[67, 6]","[52, 47]","[85, 46]","[46, 84]","[93, 81]","[37, 125]","[102, 119]",
vid_98_frame_252_1.jpg,N/A,"[36, 1]","[27, 29]","[46, 28]","[21, 49]","[53, 48]","[17, 75]","[59, 72]",
vid_73_frame_360_1.jpg,N/A,"[33, 2]","[23, 26]","[42, 26]","[20, 45]","[46, 45]","[17, 66]","[51, 66]",
vid_85_frame_3_4.jpg,N/A,"[24, 2]","[17, 15]","[29, 17]","[14, 26]","[30, 28]","[11, 36]","[32, 39]",
vid_231_frame_18_0.jpg,N/A,"[17, 3]","[11, 16]","[24, 16]","[9, 28]","[25, 27]","[8, 40]","[28, 39]",
vid_86_frame_47_3.jpg,N/A,"[26, 1]","[18, 34]","[36, 34]","[15, 53]","[39, 54]","[9, 71]","[43, 73]",
vid_76_frame_268_0.jpg,N/A,"[24, 0]","[17, 13]","[28, 15]","[13, 24]","[30, 27]","[10, 38]","[31, 41]",
vid_71_frame_202_7.jpg,N/A,"[17, 3]","[11, 15]","[22, 15]","[9, 27]","[24, 27]","[7, 38]","[26, 38]",
vid_230_frame_241_7.jpg,N/A,"[9, 2]","[4, 11]","[14, 11]","[4, 18]","[15, 18]","[2, 27]","[16, 26]",
vid_220_frame_4_8.jpg,N/A,"[19, 2]","[13, 17]","[25, 17]","[11, 28]","[26, 28]","[8, 42]","[30, 42]",
vid_97_frame_206_5.jpg,N/A,"[4, 5]","[9, 17]","[18, 11]","[13, 25]","[26, 18]","[18, 34]","[34, 24]",
vid_210_frame_65_2.jpg,N/A,"[20, 1]","[13, 13]","[24, 14]","[11, 23]","[25, 24]","[8, 35]","[28, 36]",
vid_66_frame_106_0.jpg,N/A,"[14, 1]","[10, 22]","[26, 16]","[12, 33]","[31, 27]","[12, 46]","[37, 40]",
vid_83_frame_65_3.jpg,N/A,"[29, 0]","[21, 18]","[38, 18]","[18, 35]","[41, 34]","[13, 54]","[45, 53]",
vid_214_frame_66_5.jpg,N/A,"[6, 2]","[4, 10]","[10, 9]","[4, 15]","[12, 13]","[4, 21]","[14, 20]",
vid_94_frame_185_3.jpg,N/A,"[38, 3]","[25, 15]","[40, 18]","[20, 25]","[39, 30]","[13, 36]","[39, 43]",
vid_85_frame_130_0.jpg,N/A,"[12, 4]","[9, 15]","[19, 13]","[9, 23]","[22, 21]","[9, 34]","[25, 29]",
vid_98_frame_194_3.jpg,N/A,"[22, 2]","[16, 18]","[28, 18]","[13, 29]","[29, 29]","[9, 42]","[33, 44]",
vid_220_frame_130_1.jpg,N/A,"[14, 1]","[10, 12]","[19, 12]","[8, 21]","[20, 21]","[6, 32]","[23, 31]",
vid_83_frame_183_2.jpg,N/A,"[8, 1]","[5, 9]","[11, 9]","[4, 15]","[12, 15]","[3, 23]","[14, 23]",
vid_88_frame_143_1.jpg,N/A,"[22, 1]","[15, 12]","[25, 13]","[12, 23]","[27, 24]","[9, 32]","[27, 33]",
vid_209_frame_167_0.jpg,N/A,"[26, 2]","[17, 21]","[33, 21]","[15, 36]","[35, 36]","[10, 54]","[40, 55]",
vid_88_frame_397_3.jpg,N/A,"[15, 3]","[12, 21]","[27, 18]","[13, 33]","[32, 28]","[12, 49]","[39, 40]",
vid_125_frame_44_0.jpg,N/A,"[12, 3]","[8, 11]","[17, 11]","[7, 20]","[19, 20]","[6, 29]","[20, 28]",
vid_230_frame_53_2.jpg,N/A,"[14, 2]","[10, 12]","[18, 12]","[8, 21]","[20, 21]","[5, 32]","[23, 33]",
vid_83_frame_283_0.jpg,N/A,"[80, 4]","[62, 39]","[97, 38]","[55, 73]","[103, 69]","[44, 111]","[111, 100]",
vid_79_frame_87_0.jpg,N/A,"[52, 4]","[35, 20]","[56, 26]","[27, 34]","[57, 44]","[20, 45]","[56, 62]",
vid_90_frame_42_2.jpg,N/A,"[15, 1]","[12, 15]","[23, 14]","[12, 29]","[26, 27]","[12, 42]","[33, 40]",
vid_90_frame_42_3.jpg,N/A,"[12, 1]","[7, 12]","[15, 12]","[6, 22]","[16, 21]","[3, 33]","[20, 32]",
vid_211_frame_85_2.jpg,N/A,"[21, 2]","[14, 17]","[27, 17]","[12, 30]","[28, 31]","[7, 46]","[31, 47]",
vid_65_frame_120_1.jpg,N/A,"[62, 6]","[43, 42]","[74, 47]","[35, 78]","[78, 82]","[23, 109]","[86, 115]",
vid_207_frame_21_5.jpg,N/A,"[11, 2]","[7, 11]","[15, 11]","[6, 16]","[16, 17]","[5, 24]","[17, 24]",
vid_74_frame_212_4.jpg,N/A,"[24, 0]","[15, 11]","[27, 13]","[10, 21]","[27, 25]","[8, 31]","[28, 36]",
vid_72_frame_141_0.jpg,N/A,"[20, 3]","[16, 20]","[32, 16]","[17, 32]","[37, 27]","[19, 48]","[43, 38]",
vid_204_frame_81_11.jpg,N/A,"[7, 2]","[3, 9]","[11, 9]","[3, 16]","[12, 16]","[2, 23]","[13, 23]",
vid_80_frame_162_0.jpg,N/A,"[56, 6]","[39, 21]","[61, 28]","[29, 37]","[59, 48]","[20, 50]","[58, 67]",
vid_204_frame_191_0.jpg,N/A,"[28, 2]","[18, 30]","[41, 29]","[15, 52]","[46, 50]","[9, 78]","[52, 74]",
vid_77_frame_40_1.jpg,N/A,"[23, 1]","[15, 19]","[31, 19]","[13, 34]","[33, 34]","[10, 50]","[37, 49]",
vid_201_frame_9_4.jpg,N/A,"[12, 1]","[8, 10]","[16, 10]","[7, 17]","[17, 17]","[4, 27]","[18, 26]",
vid_201_frame_12_2.jpg,N/A,"[16, 1]","[9, 13]","[21, 13]","[8, 24]","[23, 24]","[6, 35]","[25, 34]",
vid_99_frame_178_0.jpg,N/A,"[28, 1]","[19, 27]","[40, 26]","[17, 45]","[45, 44]","[15, 68]","[50, 65]",
vid_68_frame_410_4.jpg,N/A,"[21, 1]","[13, 17]","[27, 17]","[10, 32]","[29, 31]","[7, 46]","[33, 46]",
vid_221_frame_90_10.jpg,N/A,"[14, 2]","[8, 13]","[16, 14]","[5, 20]","[16, 21]","[2, 30]","[18, 31]",
vid_68_frame_14_0.jpg,N/A,"[48, 3]","[35, 34]","[62, 33]","[31, 61]","[67, 60]","[25, 93]","[76, 89]",
vid_71_frame_181_0.jpg,N/A,"[27, 3]","[20, 22]","[35, 23]","[18, 37]","[36, 37]","[13, 57]","[41, 56]",
vid_78_frame_152_2.jpg,N/A,"[11, 1]","[7, 9]","[14, 9]","[6, 15]","[14, 15]","[6, 22]","[16, 22]",
vid_77_frame_37_4.jpg,N/A,"[29, 2]","[21, 22]","[38, 23]","[17, 41]","[42, 41]","[13, 60]","[45, 60]",
vid_125_frame_302_0.jpg,N/A,"[13, 1]","[10, 11]","[18, 10]","[8, 20]","[20, 19]","[7, 28]","[22, 28]",
vid_201_frame_136_6.jpg,N/A,"[23, 4]","[16, 17]","[28, 18]","[15, 27]","[29, 27]","[11, 41]","[33, 42]",
vid_76_frame_330_0.jpg,N/A,"[50, 6]","[33, 22]","[54, 29]","[24, 36]","[54, 47]","[14, 49]","[53, 64]",
vid_75_frame_207_3.jpg,N/A,"[25, 2]","[17, 20]","[33, 21]","[14, 38]","[36, 38]","[11, 57]","[41, 57]",
vid_210_frame_9_2.jpg,N/A,"[21, 2]","[14, 23]","[30, 22]","[11, 39]","[33, 38]","[8, 59]","[40, 57]",
vid_204_frame_144_3.jpg,N/A,"[22, 0]","[15, 22]","[32, 20]","[14, 37]","[37, 36]","[10, 56]","[42, 55]",
vid_83_frame_54_6.jpg,N/A,"[10, 2]","[6, 10]","[12, 10]","[5, 17]","[13, 17]","[4, 24]","[15, 24]",
vid_201_frame_139_5.jpg,N/A,"[13, 1]","[9, 12]","[18, 12]","[8, 19]","[19, 19]","[7, 28]","[20, 28]",
vid_96_frame_89_1.jpg,N/A,"[19, 1]","[12, 16]","[24, 16]","[10, 27]","[24, 28]","[7, 40]","[28, 40]",
vid_82_frame_71_1.jpg,N/A,"[17, 3]","[12, 17]","[24, 16]","[10, 29]","[27, 29]","[9, 44]","[30, 43]",
vid_221_frame_145_1.jpg,N/A,"[17, 1]","[13, 13]","[22, 13]","[12, 20]","[24, 20]","[9, 30]","[25, 30]",
vid_77_frame_256_8.jpg,N/A,"[16, 1]","[9, 14]","[22, 14]","[8, 26]","[24, 26]","[9, 37]","[26, 36]",
vid_68_frame_155_1.jpg,N/A,"[16, 0]","[12, 14]","[22, 14]","[11, 24]","[25, 24]","[8, 38]","[29, 36]",
vid_68_frame_268_1.jpg,N/A,"[18, 3]","[12, 16]","[24, 17]","[9, 29]","[25, 29]","[7, 43]","[28, 43]",
vid_97_frame_215_1.jpg,N/A,"[8, 0]","[7, 11]","[16, 8]","[8, 19]","[22, 16]","[9, 29]","[28, 23]",
vid_204_frame_246_4.jpg,N/A,"[16, 3]","[10, 19]","[22, 19]","[8, 30]","[23, 30]","[5, 42]","[27, 43]",
vid_71_frame_332_1.jpg,N/A,"[30, 4]","[20, 25]","[39, 25]","[17, 45]","[43, 44]","[14, 67]","[48, 70]",
vid_97_frame_233_0.jpg,N/A,"[7, 4]","[5, 17]","[14, 15]","[6, 25]","[17, 22]","[5, 34]","[21, 30]",
vid_99_frame_235_3.jpg,N/A,"[14, 1]","[8, 12]","[18, 12]","[7, 23]","[20, 22]","[6, 33]","[22, 33]",
vid_124_frame_4384_3.jpg,N/A,"[5, 1]","[1, 32]","[26, 23]","[1, 54]","[37, 43]","[1, 80]","[48, 61]",
vid_68_frame_317_6.jpg,N/A,"[15, 1]","[10, 15]","[22, 15]","[9, 29]","[25, 27]","[8, 42]","[29, 41]",
vid_84_frame_74_1.jpg,N/A,"[21, 2]","[15, 19]","[29, 19]","[12, 34]","[31, 34]","[9, 50]","[34, 50]",
vid_82_frame_1_2.jpg,N/A,"[21, 1]","[15, 17]","[28, 17]","[14, 30]","[31, 29]","[11, 44]","[35, 43]",
vid_77_frame_238_1.jpg,N/A,"[37, 5]","[28, 26]","[45, 26]","[25, 45]","[48, 44]","[20, 65]","[53, 65]",
vid_73_frame_228_0.jpg,N/A,"[37, 3]","[26, 29]","[46, 29]","[23, 51]","[52, 51]","[17, 78]","[58, 75]",
vid_72_frame_43_2.jpg,N/A,"[34, 2]","[22, 16]","[36, 18]","[17, 27]","[36, 30]","[11, 36]","[36, 41]",
vid_67_frame_133_0.jpg,N/A,"[11, 3]","[10, 23]","[27, 17]","[12, 38]","[36, 28]","[17, 55]","[44, 41]",
vid_78_frame_67_2.jpg,N/A,"[10, 1]","[7, 11]","[14, 11]","[6, 19]","[16, 18]","[4, 29]","[19, 28]",
vid_230_frame_254_0.jpg,N/A,"[25, 2]","[17, 23]","[32, 22]","[14, 39]","[36, 38]","[9, 58]","[42, 58]",
vid_77_frame_234_2.jpg,N/A,"[17, 1]","[12, 14]","[23, 14]","[11, 24]","[25, 24]","[9, 36]","[28, 36]",
vid_212_frame_63_1.jpg,N/A,"[12, 1]","[8, 8]","[15, 8]","[6, 14]","[15, 14]","[4, 21]","[16, 21]",
vid_80_frame_13_0.jpg,N/A,"[11, 3]","[7, 25]","[24, 19]","[9, 38]","[29, 31]","[9, 51]","[34, 42]",
vid_200_frame_130_0.jpg,N/A,"[23, 2]","[15, 14]","[27, 16]","[13, 22]","[27, 25]","[9, 31]","[28, 34]",
vid_98_frame_75_4.jpg,N/A,"[18, 2]","[12, 18]","[26, 18]","[12, 33]","[29, 31]","[9, 45]","[32, 44]",
vid_75_frame_205_1.jpg,N/A,"[19, 0]","[12, 16]","[27, 16]","[10, 32]","[30, 32]","[6, 50]","[34, 50]",
vid_68_frame_23_3.jpg,N/A,"[32, 3]","[22, 21]","[38, 23]","[19, 41]","[40, 41]","[14, 62]","[45, 62]",
vid_220_frame_3_6.jpg,N/A,"[9, 1]","[6, 10]","[13, 9]","[6, 15]","[14, 14]","[5, 22]","[16, 22]",
vid_222_frame_58_1.jpg,N/A,"[44, 4]","[31, 32]","[54, 33]","[26, 57]","[59, 57]","[19, 86]","[64, 86]",
vid_86_frame_114_1.jpg,N/A,"[30, 2]","[21, 25]","[41, 24]","[19, 48]","[46, 47]","[15, 69]","[53, 67]",
vid_84_frame_12_1.jpg,N/A,"[17, 1]","[10, 16]","[23, 17]","[8, 30]","[25, 29]","[6, 44]","[29, 43]",
vid_98_frame_252_2.jpg,N/A,"[23, 6]","[15, 23]","[29, 23]","[14, 37]","[31, 36]","[9, 54]","[38, 54]",
vid_204_frame_115_8.jpg,N/A,"[16, 2]","[7, 29]","[28, 27]","[6, 51]","[34, 48]","[1, 76]","[42, 71]",
vid_84_frame_35_4.jpg,N/A,"[42, 4]","[30, 25]","[51, 26]","[26, 46]","[53, 47]","[20, 70]","[57, 72]",
vid_90_frame_57_0.jpg,N/A,"[14, 2]","[9, 18]","[23, 17]","[10, 33]","[27, 31]","[7, 48]","[32, 44]",
vid_209_frame_101_3.jpg,N/A,"[12, 2]","[7, 12]","[17, 12]","[7, 22]","[18, 21]","[5, 31]","[21, 31]",
vid_73_frame_348_1.jpg,N/A,"[32, 3]","[22, 29]","[41, 29]","[18, 44]","[44, 45]","[14, 65]","[49, 67]",
vid_211_frame_54_12.jpg,N/A,"[8, 1]","[5, 7]","[10, 7]","[4, 13]","[11, 13]","[3, 18]","[12, 18]",
vid_71_frame_262_2.jpg,N/A,"[26, 3]","[19, 24]","[33, 25]","[17, 41]","[36, 40]","[11, 62]","[44, 61]",
vid_68_frame_254_3.jpg,N/A,"[39, 2]","[28, 27]","[50, 27]","[26, 52]","[54, 50]","[19, 77]","[60, 76]",
vid_230_frame_53_7.jpg,N/A,"[12, 2]","[7, 14]","[18, 13]","[7, 23]","[20, 22]","[6, 34]","[23, 33]",
vid_71_frame_205_8.jpg,N/A,"[13, 1]","[9, 12]","[17, 12]","[7, 23]","[20, 23]","[5, 35]","[23, 35]",
vid_67_frame_120_0.jpg,N/A,"[10, 2]","[8, 16]","[18, 14]","[8, 26]","[22, 23]","[9, 36]","[26, 32]",
vid_230_frame_55_6.jpg,N/A,"[9, 3]","[6, 11]","[12, 11]","[5, 16]","[13, 16]","[5, 23]","[15, 23]",
vid_77_frame_68_0.jpg,N/A,"[38, 2]","[27, 29]","[50, 29]","[23, 55]","[56, 54]","[19, 81]","[61, 79]",
vid_214_frame_31_3.jpg,N/A,"[14, 4]","[10, 20]","[24, 17]","[10, 31]","[27, 26]","[10, 44]","[31, 37]",
vid_99_frame_35_1.jpg,N/A,"[20, 8]","[13, 20]","[26, 19]","[12, 35]","[30, 33]","[12, 51]","[33, 47]",
vid_68_frame_115_0.jpg,N/A,"[41, 2]","[27, 23]","[45, 25]","[20, 40]","[45, 45]","[11, 60]","[46, 65]",
vid_207_frame_61_0.jpg,N/A,"[23, 4]","[14, 22]","[30, 23]","[11, 36]","[32, 38]","[6, 55]","[34, 56]",
vid_212_frame_50_0.jpg,N/A,"[16, 3]","[11, 22]","[30, 17]","[12, 38]","[38, 30]","[15, 53]","[45, 42]",
vid_80_frame_248_2.jpg,N/A,"[13, 3]","[13, 25]","[31, 17]","[16, 42]","[40, 30]","[18, 58]","[52, 41]",
vid_202_frame_51_2.jpg,N/A,"[6, 4]","[6, 16]","[15, 11]","[10, 27]","[23, 20]","[14, 37]","[30, 29]",
vid_73_frame_56_1.jpg,N/A,"[18, 1]","[13, 16]","[24, 16]","[11, 30]","[26, 29]","[9, 44]","[31, 44]",
vid_99_frame_21_3.jpg,N/A,"[18, 1]","[12, 13]","[22, 14]","[10, 24]","[24, 24]","[9, 37]","[27, 36]",
vid_209_frame_25_7.jpg,N/A,"[8, 2]","[5, 10]","[13, 10]","[4, 16]","[13, 16]","[3, 23]","[15, 23]",
vid_68_frame_169_3.jpg,N/A,"[11, 2]","[5, 14]","[16, 14]","[5, 23]","[17, 23]","[3, 35]","[21, 36]",
vid_76_frame_366_0.jpg,N/A,"[18, 2]","[12, 12]","[21, 14]","[9, 20]","[21, 23]","[5, 31]","[22, 33]",
vid_71_frame_93_0.jpg,N/A,"[24, 1]","[13, 15]","[32, 15]","[11, 30]","[34, 31]","[8, 46]","[38, 47]",
vid_70_frame_12_1.jpg,N/A,"[21, 2]","[13, 12]","[23, 13]","[10, 21]","[23, 22]","[6, 29]","[23, 32]",
vid_71_frame_178_0.jpg,N/A,"[30, 1]","[21, 31]","[44, 29]","[19, 52]","[49, 49]","[10, 78]","[57, 73]",
vid_98_frame_3_2.jpg,N/A,"[32, 2]","[21, 27]","[42, 28]","[17, 46]","[45, 48]","[11, 70]","[50, 72]",
vid_201_frame_20_3.jpg,N/A,"[36, 4]","[26, 27]","[44, 27]","[23, 44]","[47, 44]","[17, 65]","[52, 66]",
vid_228_frame_81_0.jpg,N/A,"[28, 3]","[18, 27]","[37, 26]","[15, 47]","[41, 48]","[10, 69]","[47, 68]",
vid_223_frame_112_0.jpg,N/A,"[17, 5]","[12, 28]","[35, 19]","[14, 45]","[46, 33]","[17, 63]","[55, 44]",
vid_76_frame_59_4.jpg,N/A,"[8, 3]","[4, 11]","[10, 11]","[3, 15]","[11, 16]","[2, 21]","[11, 21]",
vid_97_frame_116_1.jpg,N/A,"[10, 1]","[7, 13]","[16, 11]","[7, 22]","[19, 20]","[7, 31]","[22, 28]",
vid_78_frame_283_0.jpg,N/A,"[37, 3]","[25, 20]","[43, 24]","[19, 35]","[45, 41]","[14, 46]","[45, 59]",
vid_76_frame_153_0.jpg,N/A,"[15, 1]","[10, 22]","[27, 16]","[10, 38]","[33, 29]","[9, 53]","[39, 39]",
vid_209_frame_66_4.jpg,N/A,"[19, 1]","[14, 15]","[26, 16]","[12, 26]","[28, 26]","[8, 40]","[32, 40]",
vid_97_frame_126_1.jpg,N/A,"[9, 2]","[6, 14]","[16, 12]","[6, 23]","[20, 21]","[6, 32]","[23, 27]",
vid_96_frame_84_4.jpg,N/A,"[32, 2]","[24, 18]","[39, 19]","[20, 34]","[42, 34]","[15, 55]","[42, 56]",
vid_95_frame_6_2.jpg,N/A,"[35, 3]","[24, 27]","[46, 27]","[20, 46]","[49, 46]","[14, 68]","[56, 69]",
vid_71_frame_48_5.jpg,N/A,"[18, 1]","[13, 15]","[25, 16]","[11, 26]","[27, 26]","[7, 38]","[30, 39]",
vid_77_frame_302_2.jpg,N/A,"[35, 1]","[25, 25]","[45, 25]","[23, 45]","[48, 44]","[18, 67]","[54, 66]",
vid_98_frame_15_1.jpg,N/A,"[31, 3]","[23, 21]","[39, 21]","[20, 33]","[42, 35]","[16, 50]","[44, 51]",
vid_222_frame_90_2.jpg,N/A,"[10, 2]","[7, 12]","[15, 11]","[7, 18]","[17, 17]","[6, 27]","[19, 25]",
vid_99_frame_11_2.jpg,N/A,"[14, 2]","[10, 22]","[25, 21]","[9, 37]","[30, 32]","[6, 50]","[41, 48]",
vid_83_frame_84_1.jpg,N/A,"[34, 3]","[23, 25]","[42, 26]","[19, 45]","[45, 46]","[13, 66]","[49, 70]",
vid_68_frame_115_3.jpg,N/A,"[20, 2]","[14, 18]","[28, 17]","[13, 31]","[31, 30]","[11, 46]","[35, 45]",
vid_88_frame_54_2.jpg,N/A,"[11, 1]","[8, 11]","[14, 11]","[7, 17]","[15, 17]","[5, 23]","[17, 24]",
vid_124_frame_4306_1.jpg,N/A,"[27, 2]","[19, 16]","[31, 18]","[16, 27]","[32, 28]","[12, 39]","[34, 42]",
vid_76_frame_383_0.jpg,N/A,"[20, 3]","[13, 14]","[24, 15]","[10, 23]","[24, 26]","[8, 34]","[25, 37]",
vid_95_frame_20_3.jpg,N/A,"[44, 2]","[31, 29]","[55, 30]","[26, 52]","[59, 53]","[19, 78]","[66, 80]",
vid_204_frame_185_1.jpg,N/A,"[26, 1]","[18, 22]","[36, 22]","[15, 39]","[39, 39]","[11, 60]","[43, 59]",
vid_68_frame_271_4.jpg,N/A,"[13, 0]","[8, 12]","[18, 12]","[6, 22]","[19, 22]","[4, 33]","[22, 33]",
vid_210_frame_54_2.jpg,N/A,"[16, 2]","[11, 13]","[20, 13]","[9, 21]","[22, 21]","[7, 31]","[23, 31]",
vid_83_frame_211_3.jpg,N/A,"[16, 1]","[10, 12]","[21, 11]","[9, 21]","[23, 21]","[6, 31]","[26, 31]",
vid_222_frame_47_4.jpg,N/A,"[9, 1]","[6, 7]","[12, 7]","[5, 13]","[13, 13]","[4, 19]","[15, 19]",
vid_77_frame_223_0.jpg,N/A,"[50, 4]","[36, 45]","[69, 42]","[31, 81]","[78, 77]","[23, 120]","[87, 113]",
vid_228_frame_81_4.jpg,N/A,"[18, 4]","[12, 16]","[23, 16]","[11, 26]","[25, 26]","[8, 37]","[28, 38]",
vid_205_frame_46_1.jpg,N/A,"[19, 1]","[13, 11]","[23, 11]","[11, 21]","[23, 21]","[8, 29]","[25, 30]",
vid_207_frame_123_2.jpg,N/A,"[13, 2]","[9, 15]","[20, 14]","[8, 27]","[23, 25]","[7, 38]","[27, 36]",
vid_206_frame_8_13.jpg,N/A,"[7, 0]","[3, 7]","[9, 7]","[2, 12]","[10, 12]","[1, 19]","[11, 19]",
vid_77_frame_157_1.jpg,N/A,"[52, 4]","[38, 37]","[63, 37]","[33, 64]","[68, 64]","[26, 94]","[76, 94]",
vid_99_frame_27_2.jpg,N/A,"[16, 1]","[6, 17]","[25, 17]","[7, 30]","[27, 30]","[5, 45]","[29, 44]",
